,0
20372,"#NEWS 🚨
Badminton Association of Malaysia and the Badminton World Federation have jointly agreed to postpone the Ce… https://t.co/gMvpEO4Qog"
20373,"Health vs Holy. 

#covid19 #coronovirus #CovidPandemic  https://t.co/1sGSP1TtcI"
20374,"Update on what has happened since the last conference, big focus on #CovidPandemic, the contract changes recently i… https://t.co/2NXCBzm8Dr"
20375,"#Biden's Plan to Waive Vaccine Patents Is Good News, but Not Enough to Beat the #CovidPandemic Within a Privatized… https://t.co/B51WUw5VT5"
20376,An international NGO is interested in establishing an #orphanage for kids who lost their parents in #CovidPandemic… https://t.co/JPfZnm24Rs
20377,"World Red Cross Day
.
.
.
.
.
.
#WorldRedCrossDay #WorldRedCrossDay2021 #COVID19  #RedCrossDay #HealthForAll… https://t.co/QRBfODzFkL"
20378,"World Red Cross Day: History, Facts, theme and all you need to know

https://t.co/YzuctM695k

#WorldRedCrossDay… https://t.co/jk2xREHCvT"
20379,"Stay home and spend time with your loved ones.
#stayhome #staysafe #covidguidlines #covidpandemic #Covid19IndiaHelp https://t.co/eD8C6HmYBw"
20380,"All India #CovidHelpline  9412218957
#COVID19 #CovidPandemic #COVIDSecondWave 
@yamglobal1 https://t.co/NQQgJrQWx4"
20381,"Master Ramit Jain, My bhanja (sister son) #motivator #positivevibes #positivityinfluencer #optimistic… https://t.co/HaXpnZSUA2"
20382,"All India #COVIDHelpline  9412218957

Youth Awakening Mission team under guidance of @HitkariDevendra and with the… https://t.co/4jST1ANApI"
20383,I fully agree that like Any other country of the world India is equally unable to handle CovidPandemic due to its f… https://t.co/URGW8NyvbM
20384,"#NATIONAL | India Reports 4187 Covid Deaths In 24 Hours, Highest Since Outbreak 
#India #IndiaNews #Covid19India… https://t.co/XUgmDV6lhT"
20385,Wishes all  volunteers of @RedCrossIndia on #WorldRedCrossDay. 'RedCross is supplementing the efforts of the Govt i… https://t.co/Hcxv0KQ48v
20386,Lake International wished all  volunteers of @RedCrossIndia for their dedication &amp; selfless efforts..… https://t.co/9QHkM1zQLZ
20387,Hon'ble Governor wished all  volunteers of @RedCrossIndia on #WorldRedCrossDay. 'RedCross is supplementing the effo… https://t.co/Kkb4HU3xlw
20388,Why #PrimeMinister of India is not protesting on roads to avenge his party’s loss in #WestBengal state election. If… https://t.co/UFzaPKywJa
20389,"The way in which #capitalist states &amp; #enterprises address crises like #wildfires, #floods &amp; the #covidpandemic are… https://t.co/N2I4VbC9Vs"
20390,This video is dedicated to those vultures who are looting people's money in this pandemic. #CovidIndia… https://t.co/5q5ZP8WVhG
20391,Huge support from Germany and Italian Air force. Air Cargo Delhi customs helps in swift clearance.… https://t.co/JmVubztQLi
20392,"Indian Navy launches Operation Samudra Setu - II, Bolsters oxygen availability. INS talwar, INS kolkata, INS airava… https://t.co/eQaK5k1FLn"
20393,"#Breakingnews :Situation now under control,not a single life should be lost due to lack of oxygen in Delhi say Arvi… https://t.co/iIY9SJAdMY"
20394,"Indian Railways: Passengers should note, 56 long distance trains of cancellation by Railways, see the complete list… https://t.co/T8wPQxbSdo"
20395,@suryapsingh_IAS @Revoltybanker Our country image is detoriated due to mismanagement of #CovidPandemic by Central a… https://t.co/vzasjosNem
20396,"#CovidPandemic 
The worst situation of this plague that it has given the hospital industry the right to cause peopl… https://t.co/ioJTNG210c"
20397,"India can avoid a third #COVID19 wave, Principal Scientific Advisor to the Government of India K. VijayRaghavan sai… https://t.co/1PhOqcYMkV"
20398,"#Nepal #MountEverest #COVIDPandemic #CoronaVirus #ANI #Kathmandu #Governmentislying 

Nepal refutes claims of Covid… https://t.co/VD2Z5Q456o"
20399,"Salman Khan will provide financial help to 25,000 film staff as part of the Covid-19 relief effort

#CovidPandemic… https://t.co/otmMow7fbG"
20400,UK Column News - 10th May 2021. (2) https://t.co/uri7ZE8gri (1) Ellis Guildford School have introduced new procedur… https://t.co/xpr6BRR7Ic
20401,"Sophie Ellis-Bextor searches for lockdown heroes - Sophie Ellis-Bextor is searching for lockdown heroes.
The ‘Murde… https://t.co/CejLZJJrqv"
20402,Is the lockdown announcement true?
20403,"No booklet- Agenda?
Lockdown - Agenda? https://t.co/CZtljDM0FM"
20404,India COVID cases hold close to record highs as calls widen for national lockdown https://t.co/eqkLWGwsI6
20405,@YusufTahirAdamu Hopefully! Because a lockdown wouldn’t make sense
20406,@PhilPerkinsCHCH @CHCHNews @CHCHTV Lockdown to continue to Christmas
20407,"been hanging out with the black dog this lockdown if ya know what I mean

looking forward to things changing. soon"
20408,God please this lockdown should not happen oo not now that I’m evening with my parents. 30 days🙆🏾‍♀️🙆🏾‍♀️ if they n… https://t.co/awPRmb0gqU
20409,@OfficialPCMR @msiUSA #MothersBoardDay finally being able to finish Red Dead Redemption 2 during the latest lockdown.
20410,@EM_TravelFreak Does that mean I could have played on my mental health to get out whe. It was lockdown? Just I've s… https://t.co/Nk1mPRK2vZ
20411,@Porketh I'm predicting a lockdown 'for winter' to be announced in October and it will be blamed on the unvaccinated
20412,"Have to give a massive shout out to @weezycouk. I have used them countless times in lockdown, and their customer se… https://t.co/DlAe7E8rJq"
20413,"Nothing more frustrating than being a Nigerian. 

Absolutely nothing. 

A fourth lockdown, in the middle of my goddam exams. God why?"
20414,@RajCMO @AcharyaPramodk sir I request you Lockdown Is engaged and if someone has gone out for his work Do not beat… https://t.co/7oC3i6BeTg
20415,@Rachel_Lynchx Bet you can't! We're just lucky our kids are too young to know what is going on in the world and won… https://t.co/o7Aqyd85OJ
20416,"Heart to Art! 

As we immerge from the recent Lockdown, we are keen to show solidarity and support to Musicians.

""… https://t.co/yvWHmRW4QY"
20417,"@auristella2 Wait, I thought the lockdown was bants. They’re for real????"
20418,"@PoliticsForAlI Can't have a successful day can we...

• Lockdown Easing
• No Deaths in the country

Patrick Vallan… https://t.co/EB1JvIFlmB"
20419,@V_S_S_M ohh I am glad your mom is better now. Yeah I know Mumbai did a good job.. they started the lockdown early too.
20420,"5th Covid-19 Lockdown Wave in Nigeria, starting from Tuesday, that is tomorrow midnight??? I need explanations o ha! 🤦🏻‍♂️🤦🏻‍♂️"
20421,@t55ddy Hi Edward - we managed it for 12 in a virtual way in our last lockdown due to our amazing trainers and volu… https://t.co/Nv7YXrg5XB
20422,#lockdown is ending. #ZeroCovid deaths today. Let the god times roll! https://t.co/vGqidYDg2K https://t.co/fCB2GTTKkh
20423,"Since @zachbraff, @donald_faison , @JoelleMonique and @dj_danl really helped me stay sane through quarantine and lo… https://t.co/aEhwLxVx1P"
20424,"#Turkey - ""Ukranian tourists have a meal near the Hagia Sophia as a worker cleans the terrace of a hotel near the H… https://t.co/XStGw6MWBu"
20425,Lockdown where? https://t.co/bNIxOWxsMG
20426,"Fauci urged India to impose a national lockdown as its COVID-19 crisis worsens. So far, Prime Minister Modi has ref… https://t.co/1hkt0tJCY1"
20427,Delighted to make the shortlist of nominees for “most outstanding veteran in lockdown” 😊 https://t.co/uZA9haSn7P
20428,"@mantar1singh Hi Everyone 
Waheguru Ji Ka Khalsa Waheguru Ji Ki Fateh..
.
My family is Helping Needy &amp; Poor People… https://t.co/BHVYXJnw7q"
20429,@noxious_bagels Yes. I'm talking about the end of lockdown. I'm not going to go out immediately when everyone's flocking to the pubs
20430,"@Thesharonkalu There’s no actual lockdown 😭
All these protocols have been in place, we’ve been in phase 3 since"
20431,@lexiecarpenter I’ve just had four slices of toast for dinner and it was honestly a fairly high point in my lockdown!
20432,Aren’t the Covid cases on a low at the moment? What’s the need for this lockdown??
20433,@90sSophie It's not a lockdown. It's a restriction on the number of people in a gathering.
20434,@ElaineCrory To be fair I ate bread id be locked in the bathroom for 3 days then bed for 3 after that. Managed to m… https://t.co/JqvdEftSX1
20435,@Rainbowandsteel @Nick_Pye I reckon the same. Lockdown september!
20436,Learning I had friends with ideas like Gwyneth Paltrow during lockdown https://t.co/shAeYc4Jsf
20437,@AnasKolmani Lockdown where please?
20438,@plein_de_vie @zoegsams @MiriamBellard @Shepeiro @ebro__ rights for women who been in lockdown &amp; feeln slimy @ hom;… https://t.co/dTwhPOMVsq
20439,"FG Announces Phase IV Of COVID-19 Lockdown, To Take Effect From Tuesday"
20440,@astroride2000 @GovLarryHogan @MDHealthDept Because Lockdown Larry is incapable of any sort of timeline.  Has been since this started.
20441,The situation in India is enough to scare anybody. So it back to lockdown for us?
20442,@Lee_2677 @WWJoeStrummerDo @NeilFarrer2 @thecarolemalone But they clearly haven't. They were late on every single l… https://t.co/TwbHp4xzOr
20443,"Who wants to come and “lockdown” with me ? I have food, Netflix, unlimited internet and 24 hours light 🌚"
20444,"@nausicaamarbe Good evening Madam.  I'm Ali Mardan from Pakistan,  due to covid and lockdown spending a normal life… https://t.co/qg0I90kBpW"
20445,Bavaria's outdoor beer gardens reopen as Germany emerges from COVID lockdown https://t.co/B2OsaWGBQA
20446,I dey try look how much they go use this lockdown make... https://t.co/lkryXbRu8z
20447,"@KadiNinda6 Hi Everyone 
Waheguru Ji Ka Khalsa Waheguru Ji Ki Fateh..
.
My family is Helping Needy &amp; Poor People Wh… https://t.co/QrQJNy8Za0"
20448,@McerleanScott @CloudKittyPrime @grahamtriggs @PippaCrerar No 🤦‍♂️ That’s not my point nor @CloudKittyPrime’s point… https://t.co/4EOyHAngDk
20449,"80 schoolgirls killed in a bombing and Gwyneth Paltrow broke down and ate bread during lockdown. My brain, my soul… https://t.co/MFbtyDjGWd"
20450,Face IV lockdown ko 2face idibia lockdown nii.....stupid shithole government
20451,@AcharyaPramodk sir I request you Lockdown Is engaged and if someone has gone out for his work Do not beat the poli… https://t.co/isn9ROs6Qd
20452,"BREAKING: FG announces COVID-19 lockdown, takes effect Tuesday https://t.co/TScm1gfNO6"
20453,"Chris Rock, 56, says he has been having 'lots of therapy' during lockdown - https://t.co/MvlH7b657W https://t.co/CgiCnW4xVI"
20454,"@TundeTASH The federal government of nigeria just declared a phase iv lockdown.
I can work remotely. My internet is… https://t.co/iNXGY0Sygo"
20455,"Chris Rock, 56, says he has been having 'lots of therapy' during lockdown - https://t.co/wqG8utFD7G https://t.co/HefH3R4KaJ"
20456,@PippaCrerar What are the odds on another lockdown before the summer?
20457,@bryte_davies @TundeEddnut Noo did you see the news about lockdown phase 4
20458,No be total lockdown nau. https://t.co/mbfXIhZuXu
20459,Another lockdown ke
20460,"@bhuma4PM Hi Everyone 
Waheguru Ji Ka Khalsa Waheguru Ji Ki Fateh..
.
My family is Helping Needy &amp; Poor People Who… https://t.co/pKjLaRfglb"
20461,Somebody responded to my tweet about Gwyneth Paltrow saying the low point of the lockdown for her was eating bread… https://t.co/zK8zmQaoKc
20462,"If you want to do lockdown with me, send me a dm now. There's food and food 24/7👌🏾"
20463,"We is covid palliatives that they wanted to share?
Theives, no useless lockdown, food is too expensive for people t… https://t.co/iA4vFsSNAo"
20464,@julesbuddle My husband had the same Proclaimers song in his head for two weeks over lockdown. As a result so did I.
20465,@Novemberthe1st Other countries are finally getting things back to normal while Nigeria is going into lockdown. Smh
20466,"WoW, just read #India was considering a lockdown, I thought that was already happening. #coronavirus We'd be like t… https://t.co/8v0Ig0qsPw"
20467,10 days out from the “end of lockdown”….waiting patiently for @fordnation to announce that he’s announcing an announcement.
20468,Please help lauber peaple in lockdown no work no mony what will do all laubers and auto drivers no support from aur government
20469,Lockdown ko lacazette ni 🥴 when am outside bubu should come carry me. SMH
20470,"@aruvaitalks Hi Everyone 
Waheguru Ji Ka Khalsa Waheguru Ji Ki Fateh..
.
My family is Helping Needy &amp; Poor People W… https://t.co/tsEQfJlNM5"
20471,"@TianaWithATiara Not only is there public holiday on Wednesday and Thursday, there's now a lockdown lol"
20472,"What with this lockdown again na FG😭
E jor ema koba economy wa!"
20473,$AZN $OCGN #covaxin is safest vaccine #coronavaccine https://t.co/DM9hthH8u9 https://t.co/r0nicHSm70
20474,@DawgTipster Unimaginable DEATH...First wave after lockdown 200 cases in my city...Now 10000 cases in my city alone… https://t.co/KNAsDVz6DM
20475,"@CulpritEnter It's a bait and Cyril is falling for it, watch what happens next, cyrils next move will be level 5 lockdown to avoid early NGC"
20476,"I will design a Professional Logo with 3D mockup for your Business. 👇
https://t.co/HEZv1yf55x
#logo #logodesign… https://t.co/jDMYD3HC41"
20477,"@MamataOfficial 
Shop keepers are not even have any care on closing down the markets on time and 
to obey the lockd… https://t.co/WsDSZRgZlr"
20478,"Things to learn from the most recent “lockdown procedure” in Egypt:
1) Covid only appears between 9PM-6AM.
2) Gover… https://t.co/I4b11gTtEE"
20479,"@_basicallycold_ Hi Everyone 
Waheguru Ji Ka Khalsa Waheguru Ji Ki Fateh..
.
My family is Helping Needy &amp; Poor Peop… https://t.co/eEXDDYrlFH"
20480,"In Canada, if you criticise anything about the lockdown you are a white nationalist Nazi according to the left. 
Th… https://t.co/3XDZr0Y2Hp"
20481,@UcheKalu_ There's a lockdown??
20482,"@SogieSnuggle Nothing different ooo
Midnight lockdown"
20483,"@CityCynthia “The definition of insanity is doing the same thing over and over again, but expecting different resul… https://t.co/T7lt5EJjzk"
20484,"Gwyneth Paltrow reportedly drank whisky ""every night"" during pandemic lockdowns, according the New York Post. Same,… https://t.co/1IYEfcdc2L"
20485,@Superbreeze_Bex Not being able to complete the training that was my only way back to future financial viability af… https://t.co/L0Hwr1tHJR
20486,"@0le0leOle @Khalsa_Aid Hi Everyone 
Waheguru Ji Ka Khalsa Waheguru Ji Ki Fateh..
.
My family is Helping Needy &amp; Poo… https://t.co/gfv2hXRF0e"
20487,"End sars bro
Pray for Nigeria

We don't need another lockdown 
We are starving https://t.co/ZURFvHiOxo"
20488,What’s this about new lockdown BC all over WhatsApp? E jo e je ka mo nkan t’ianshe o!
20489,We can’t afford another lockdown. I need my job abeg 😞😞😞
20490,If we go back under strict lockdown restrictions I'm gonna loose my mind
20491,God please no lockdown I can’t deal
20492,"@SikhAustralian Hi Everyone 
Waheguru Ji Ka Khalsa Waheguru Ji Ki Fateh..
.
My family is Helping Needy &amp; Poor Peopl… https://t.co/uPrAiFTrQ2"
20493,"I’m going out of me noggin trying to find nice looking clothes that look good on big titty women.

My coming-out-of… https://t.co/ZHBOCcfCw1"
20494,"Who get bad mouth pass?
Ibadan people 

Or 

Warri people

Lagos port Harcourt buhari wizkid erica plan b keke lock… https://t.co/DtP4jmlY3k"
20495,"@marccardillo @UKCovid19Stats One difference is alot of these European countries are in lockdown, but the vaccinati… https://t.co/xF6QgTrwIG"
